i_e_op,V_cell_op
0.00018047,1.520959896
0.000180711,1.520969344
0.000180953,1.520978792
0.000181195,1.52098824
0.000181437,1.520997688
0.00018168,1.521007137
0.000181922,1.521016585
0.000182165,1.521026033
0.000182409,1.521035482
0.000182653,1.52104493
0.000182897,1.521054379
0.000183141,1.521063828
0.000183386,1.521073276
0.000183631,1.521082725
0.000183877,1.521092174
0.000184122,1.521101623
0.000184368,1.521111072
0.000184615,1.521120521
0.000184862,1.52112997
0.000185109,1.521139419
0.000185356,1.521148869
0.000185604,1.521158318
0.000185852,1.521167768
0.0001861,1.521177217
0.000186349,1.521186667
0.000186598,1.521196116
0.000186847,1.521205566
0.000187097,1.521215016
0.000187347,1.521224466
0.000187598,1.521233916
0.000187848,1.521243366
0.000188099,1.521252816
0.000188351,1.521262266
0.000188603,1.521271716
0.000188855,1.521281166
0.000189107,1.521290617
0.00018936,1.521300067
0.000189613,1.521309518
0.000189866,1.521318968
0.00019012,1.521328419
0.000190374,1.52133787
0.000190629,1.521347321
0.000190883,1.521356771
0.000191138,1.521366222
0.000191394,1.521375673
0.00019165,1.521385124
0.000191906,1.521394576
0.000192162,1.521404027
0.000192419,1.521413478
0.000192676,1.52142293
0.000192934,1.521432381
0.000193192,1.521441832
0.00019345,1.521451284
0.000193709,1.521460736
0.000193967,1.521470187
0.000194227,1.521479639
0.000194486,1.521489091
0.000194746,1.521498543
0.000195006,1.521507995
0.000195267,1.521517447
0.000195528,1.521526899
0.000195789,1.521536352
0.000196051,1.521545804
0.000196313,1.521555256
0.000196575,1.521564709
0.000196838,1.521574161
0.000197101,1.521583614
0.000197365,1.521593067
0.000197629,1.52160252
0.000197893,1.521611972
0.000198157,1.521621425
0.000198422,1.521630878
0.000198687,1.521640331
0.000198953,1.521649785
0.000199219,1.521659238
0.000199485,1.521668691
0.000199751,1.521678144
0.000200018,1.521687598
0.000200286,1.521697051
0.000200553,1.521706505
0.000200822,1.521715959
0.00020109,1.521725412
0.000201359,1.521734866
0.000201628,1.52174432
0.000201897,1.521753774
0.000202167,1.521763228
0.000202437,1.521772682
0.000202708,1.521782137
0.000202979,1.521791591
0.00020325,1.521801045
0.000203522,1.5218105
0.000203794,1.521819954
0.000204066,1.521829409
0.000204339,1.521838863
0.000204612,1.521848318
0.000204885,1.521857773
0.000205159,1.521867228
0.000205434,1.521876683
0.000205708,1.521886138
0.000205983,1.521895593
0.000206258,1.521905048
0.000206534,1.521914504
0.00020681,1.521923959
0.000207086,1.521933414
0.000207363,1.52194287
0.00020764,1.521952326
0.000207918,1.521961781
0.000208196,1.521971237
0.000208474,1.521980693
0.000208753,1.521990149
0.000209032,1.521999605
0.000209311,1.522009061
0.000209591,1.522018517
0.000209871,1.522027973
0.000210151,1.522037429
0.000210432,1.522046886
0.000210714,1.522056342
0.000210995,1.522065799
0.000211277,1.522075256
0.00021156,1.522084712
0.000211842,1.522094169
0.000212125,1.522103626
0.000212409,1.522113083
0.000212693,1.52212254
0.000212977,1.522131997
0.000213262,1.522141454
0.000213547,1.522150911
0.000213832,1.522160369
0.000214118,1.522169826
0.000214404,1.522179284
0.000214691,1.522188741
0.000214978,1.522198199
0.000215265,1.522207657
0.000215553,1.522217115
0.000215841,1.522226573
0.000216129,1.522236031
0.000216418,1.522245489
0.000216707,1.522254947
0.000216997,1.522264405
0.000217287,1.522273863
0.000217577,1.522283322
0.000217868,1.52229278
0.000218159,1.522302239
0.000218451,1.522311697
0.000218743,1.522321156
0.000219035,1.522330615
0.000219328,1.522340074
0.000219621,1.522349533
0.000219915,1.522358992
0.000220209,1.522368451
0.000220503,1.52237791
0.000220798,1.52238737
0.000221093,1.522396829
0.000221388,1.522406289
0.000221684,1.522415748
0.00022198,1.522425208
0.000222277,1.522434668
0.000222574,1.522444127
0.000222872,1.522453587
0.00022317,1.522463047
0.000223468,1.522472507
0.000223766,1.522481967
0.000224066,1.522491428
0.000224365,1.522500888
0.000224665,1.522510348
0.000224965,1.522519809
0.000225266,1.52252927
0.000225567,1.52253873
0.000225868,1.522548191
0.00022617,1.522557652
0.000226473,1.522567113
0.000226775,1.522576574
0.000227078,1.522586035
0.000227382,1.522595496
0.000227686,1.522604957
0.00022799,1.522614419
0.000228295,1.52262388
0.0002286,1.522633342
0.000228905,1.522642803
0.000229211,1.522652265
0.000229518,1.522661727
0.000229824,1.522671189
0.000230132,1.522680651
0.000230439,1.522690113
0.000230747,1.522699575
0.000231056,1.522709037
0.000231364,1.522718499
0.000231674,1.522727962
0.000231983,1.522737424
0.000232293,1.522746887
0.000232604,1.522756349
0.000232915,1.522765812
0.000233226,1.522775275
0.000233538,1.522784738
0.00023385,1.522794201
0.000234162,1.522803664
0.000234475,1.522813127
0.000234789,1.52282259
0.000235102,1.522832054
0.000235417,1.522841517
0.000235731,1.522850981
0.000236046,1.522860444
0.000236362,1.522869908
0.000236678,1.522879372
0.000236994,1.522888836
0.000237311,1.5228983
0.000237628,1.522907764
0.000237946,1.522917228
0.000238264,1.522926692
0.000238582,1.522936157
0.000238901,1.522945621
0.00023922,1.522955086
0.00023954,1.52296455
0.00023986,1.522974015
0.000240181,1.52298348
0.000240502,1.522992945
0.000240823,1.52300241
0.000241145,1.523011875
0.000241467,1.52302134
0.00024179,1.523030805
0.000242113,1.52304027
0.000242437,1.523049736
0.000242761,1.523059201
0.000243085,1.523068667
0.00024341,1.523078133
0.000243735,1.523087598
0.000244061,1.523097064
0.000244387,1.52310653
0.000244714,1.523115996
0.000245041,1.523125463
0.000245369,1.523134929
0.000245697,1.523144395
0.000246025,1.523153862
0.000246354,1.523163328
0.000246683,1.523172795
0.000247013,1.523182261
0.000247343,1.523191728
0.000247673,1.523201195
0.000248004,1.523210662
0.000248336,1.523220129
0.000248668,1.523229597
0.000249,1.523239064
0.000249333,1.523248531
0.000249666,1.523257999
0.00025,1.523267466
0.000250334,1.523276934
0.000250669,1.523286402
0.000251004,1.52329587
0.000251339,1.523305337
0.000251675,1.523314806
0.000252011,1.523324274
0.000252348,1.523333742
0.000252685,1.52334321
0.000253023,1.523352679
0.000253361,1.523362147
0.0002537,1.523371616
0.000254039,1.523381084
0.000254379,1.523390553
0.000254719,1.523400022
0.000255059,1.523409491
0.0002554,1.52341896
0.000255741,1.523428429
0.000256083,1.523437899
0.000256425,1.523447368
0.000256768,1.523456838
0.000257111,1.523466307
0.000257455,1.523475777
0.000257799,1.523485247
0.000258143,1.523494717
0.000258489,1.523504186
0.000258834,1.523513657
0.00025918,1.523523127
0.000259526,1.523532597
0.000259873,1.523542067
0.000260221,1.523551538
0.000260568,1.523561008
0.000260917,1.523570479
0.000261265,1.52357995
0.000261614,1.523589421
0.000261964,1.523598892
0.000262314,1.523608363
0.000262665,1.523617834
0.000263016,1.523627305
0.000263367,1.523636776
0.000263719,1.523646248
0.000264072,1.523655719
0.000264425,1.523665191
0.000264778,1.523674663
0.000265132,1.523684135
0.000265486,1.523693607
0.000265841,1.523703079
0.000266197,1.523712551
0.000266552,1.523722023
0.000266909,1.523731495
0.000267265,1.523740968
0.000267623,1.52375044
0.00026798,1.523759913
0.000268338,1.523769386
0.000268697,1.523778859
0.000269056,1.523788332
0.000269416,1.523797805
0.000269776,1.523807278
0.000270136,1.523816751
0.000270497,1.523826224
0.000270859,1.523835698
0.000271221,1.523845171
0.000271584,1.523854645
0.000271946,1.523864119
0.00027231,1.523873593
0.000272674,1.523883067
0.000273038,1.523892541
0.000273403,1.523902015
0.000273769,1.523911489
0.000274135,1.523920964
0.000274501,1.523930438
0.000274868,1.523939913
0.000275235,1.523949387
0.000275603,1.523958862
0.000275971,1.523968337
0.00027634,1.523977812
0.00027671,1.523987287
0.000277079,1.523996762
0.00027745,1.524006238
0.000277821,1.524015713
0.000278192,1.524025189
0.000278564,1.524034664
0.000278936,1.52404414
0.000279309,1.524053616
0.000279682,1.524063092
0.000280056,1.524072568
0.00028043,1.524082044
0.000280805,1.52409152
0.00028118,1.524100997
0.000281556,1.524110473
0.000281932,1.52411995
0.000282309,1.524129427
0.000282687,1.524138903
0.000283064,1.52414838
0.000283443,1.524157857
0.000283822,1.524167334
0.000284201,1.524176812
0.000284581,1.524186289
0.000284961,1.524195766
0.000285342,1.524205244
0.000285723,1.524214722
0.000286105,1.524224199
0.000286488,1.524233677
0.00028687,1.524243155
0.000287254,1.524252633
0.000287638,1.524262112
0.000288022,1.52427159
0.000288407,1.524281068
0.000288793,1.524290547
0.000289179,1.524300025
0.000289565,1.524309504
0.000289952,1.524318983
0.00029034,1.524328462
0.000290728,1.524337941
0.000291116,1.52434742
0.000291505,1.5243569
0.000291895,1.524366379
0.000292285,1.524375859
0.000292676,1.524385338
0.000293067,1.524394818
0.000293459,1.524404298
0.000293851,1.524413778
0.000294243,1.524423258
0.000294637,1.524432738
0.000295031,1.524442218
0.000295425,1.524451699
0.00029582,1.524461179
0.000296215,1.52447066
0.000296611,1.524480141
0.000297007,1.524489621
0.000297404,1.524499102
0.000297802,1.524508583
0.0002982,1.524518065
0.000298598,1.524527546
0.000298998,1.524537027
0.000299397,1.524546509
0.000299797,1.52455599
0.000300198,1.524565472
0.000300599,1.524574954
0.000301001,1.524584436
0.000301403,1.524593918
0.000301806,1.5246034
0.000302209,1.524612883
0.000302613,1.524622365
0.000303018,1.524631848
0.000303423,1.52464133
0.000303828,1.524650813
0.000304234,1.524660296
0.000304641,1.524669779
0.000305048,1.524679262
0.000305456,1.524688745
0.000305864,1.524698229
0.000306273,1.524707712
0.000306682,1.524717196
0.000307092,1.524726679
0.000307503,1.524736163
0.000307914,1.524745647
0.000308325,1.524755131
0.000308737,1.524764615
0.00030915,1.5247741
0.000309563,1.524783584
0.000309977,1.524793069
0.000310391,1.524802553
0.000310806,1.524812038
0.000311221,1.524821523
0.000311637,1.524831008
0.000312054,1.524840493
0.000312471,1.524849978
0.000312888,1.524859464
0.000313307,1.524868949
0.000313725,1.524878435
0.000314145,1.52488792
0.000314565,1.524897406
0.000314985,1.524906892
0.000315406,1.524916378
0.000315828,1.524925864
0.00031625,1.52493535
0.000316672,1.524944837
0.000317096,1.524954323
0.000317519,1.52496381
0.000317944,1.524973297
0.000318369,1.524982784
0.000318794,1.524992271
0.00031922,1.525001758
0.000319647,1.525011245
0.000320074,1.525020732
0.000320502,1.52503022
0.00032093,1.525039708
0.000321359,1.525049195
0.000321789,1.525058683
0.000322219,1.525068171
0.000322649,1.525077659
0.000323081,1.525087147
0.000323512,1.525096636
0.000323945,1.525106124
0.000324378,1.525115613
0.000324811,1.525125102
0.000325245,1.52513459
0.00032568,1.525144079
0.000326115,1.525153568
0.000326551,1.525163058
0.000326988,1.525172547
0.000327425,1.525182036
0.000327862,1.525191526
0.000328301,1.525201016
0.000328739,1.525210505
0.000329179,1.525219995
0.000329619,1.525229485
0.000330059,1.525238976
0.0003305,1.525248466
0.000330942,1.525257956
0.000331384,1.525267447
0.000331827,1.525276938
0.000332271,1.525286428
0.000332715,1.525295919
0.00033316,1.52530541
0.000333605,1.525314902
0.000334051,1.525324393
0.000334497,1.525333884
0.000334944,1.525343376
0.000335392,1.525352868
0.00033584,1.525362359
0.000336289,1.525371851
0.000336738,1.525381343
0.000337189,1.525390836
0.000337639,1.525400328
0.00033809,1.52540982
0.000338542,1.525419313
0.000338995,1.525428806
0.000339448,1.525438299
0.000339902,1.525447792
0.000340356,1.525457285
0.000340811,1.525466778
0.000341266,1.525476271
0.000341722,1.525485765
0.000342179,1.525495258
0.000342636,1.525504752
0.000343094,1.525514246
0.000343553,1.52552374
0.000344012,1.525533234
0.000344472,1.525542728
0.000344932,1.525552223
0.000345393,1.525561717
0.000345855,1.525571212
0.000346317,1.525580707
0.00034678,1.525590202
0.000347243,1.525599697
0.000347708,1.525609192
0.000348172,1.525618687
0.000348638,1.525628183
0.000349104,1.525637678
0.00034957,1.525647174
0.000350037,1.52565667
0.000350505,1.525666166
0.000350974,1.525675662
0.000351443,1.525685158
0.000351912,1.525694654
0.000352383,1.525704151
0.000352854,1.525713647
0.000353325,1.525723144
0.000353798,1.525732641
0.00035427,1.525742138
0.000354744,1.525751635
0.000355218,1.525761133
0.000355693,1.52577063
0.000356168,1.525780128
0.000356644,1.525789625
0.000357121,1.525799123
0.000357598,1.525808621
0.000358076,1.525818119
0.000358555,1.525827617
0.000359034,1.525837116
0.000359514,1.525846614
0.000359994,1.525856113
0.000360475,1.525865612
0.000360957,1.525875111
0.00036144,1.52588461
0.000361923,1.525894109
0.000362406,1.525903608
0.000362891,1.525913108
0.000363376,1.525922607
0.000363861,1.525932107
0.000364348,1.525941607
0.000364835,1.525951107
0.000365322,1.525960607
0.000365811,1.525970107
0.0003663,1.525979608
0.000366789,1.525989108
0.000367279,1.525998609
0.00036777,1.52600811
0.000368262,1.526017611
0.000368754,1.526027112
0.000369247,1.526036613
0.00036974,1.526046115
0.000370234,1.526055616
0.000370729,1.526065118
0.000371225,1.52607462
0.000371721,1.526084122
0.000372218,1.526093624
0.000372715,1.526103126
0.000373213,1.526112628
0.000373712,1.526122131
0.000374212,1.526131634
0.000374712,1.526141136
0.000375213,1.526150639
0.000375714,1.526160142
0.000376216,1.526169646
0.000376719,1.526179149
0.000377223,1.526188652
0.000377727,1.526198156
0.000378232,1.52620766
0.000378737,1.526217164
0.000379243,1.526226668
0.00037975,1.526236172
0.000380258,1.526245677
0.000380766,1.526255181
0.000381275,1.526264686
0.000381784,1.526274191
0.000382295,1.526283695
0.000382806,1.526293201
0.000383317,1.526302706
0.00038383,1.526312211
0.000384343,1.526321717
0.000384856,1.526331222
0.000385371,1.526340728
0.000385886,1.526350234
0.000386401,1.52635974
0.000386918,1.526369246
0.000387435,1.526378753
0.000387953,1.526388259
0.000388471,1.526397766
0.00038899,1.526407273
0.00038951,1.52641678
0.000390031,1.526426287
0.000390552,1.526435794
0.000391074,1.526445302
0.000391597,1.526454809
0.00039212,1.526464317
0.000392644,1.526473825
0.000393169,1.526483333
0.000393695,1.526492841
0.000394221,1.526502349
0.000394748,1.526511858
0.000395275,1.526521367
0.000395804,1.526530875
0.000396333,1.526540384
0.000396862,1.526549893
0.000397393,1.526559402
0.000397924,1.526568912
0.000398456,1.526578421
0.000398988,1.526587931
0.000399521,1.526597441
0.000400055,1.526606951
0.00040059,1.526616461
0.000401126,1.526625971
0.000401662,1.526635482
0.000402198,1.526644992
0.000402736,1.526654503
0.000403274,1.526664014
0.000403813,1.526673525
0.000404353,1.526683036
0.000404893,1.526692547
0.000405435,1.526702059
0.000405976,1.52671157
0.000406519,1.526721082
0.000407062,1.526730594
0.000407606,1.526740106
0.000408151,1.526749618
0.000408697,1.526759131
0.000409243,1.526768643
0.00040979,1.526778156
0.000410338,1.526787669
0.000410886,1.526797182
0.000411435,1.526806695
0.000411985,1.526816209
0.000412536,1.526825722
0.000413087,1.526835236
0.000413639,1.526844749
0.000414192,1.526854263
0.000414746,1.526863778
0.0004153,1.526873292
0.000415855,1.526882806
0.000416411,1.526892321
0.000416967,1.526901836
0.000417525,1.52691135
0.000418083,1.526920866
0.000418641,1.526930381
0.000419201,1.526939896
0.000419761,1.526949412
0.000420322,1.526958927
0.000420884,1.526968443
0.000421447,1.526977959
0.00042201,1.526987475
0.000422574,1.526996992
0.000423139,1.527006508
0.000423704,1.527016025
0.00042427,1.527025542
0.000424837,1.527035059
0.000425405,1.527044576
0.000425974,1.527054093
0.000426543,1.52706361
0.000427113,1.527073128
0.000427684,1.527082646
0.000428256,1.527092164
0.000428828,1.527101682
0.000429401,1.5271112
0.000429975,1.527120719
0.00043055,1.527130237
0.000431125,1.527139756
0.000431701,1.527149275
0.000432278,1.527158794
0.000432856,1.527168313
0.000433435,1.527177832
0.000434014,1.527187352
0.000434594,1.527196872
0.000435175,1.527206392
0.000435757,1.527215912
0.000436339,1.527225432
0.000436922,1.527234952
0.000437506,1.527244473
0.000438091,1.527253993
0.000438676,1.527263514
0.000439263,1.527273035
0.00043985,1.527282557
0.000440438,1.527292078
0.000441026,1.5273016
0.000441616,1.527311121
0.000442206,1.527320643
0.000442797,1.527330165
0.000443389,1.527339687
0.000443981,1.52734921
0.000444575,1.527358732
0.000445169,1.527368255
0.000445764,1.527377778
0.00044636,1.527387301
0.000446956,1.527396824
0.000447554,1.527406347
0.000448152,1.527415871
0.000448751,1.527425395
0.000449351,1.527434919
0.000449951,1.527444443
0.000450552,1.527453967
0.000451155,1.527463491
0.000451758,1.527473016
0.000452361,1.527482541
0.000452966,1.527492066
0.000453571,1.527501591
0.000454178,1.527511116
0.000454785,1.527520641
0.000455392,1.527530167
0.000456001,1.527539693
0.000456611,1.527549219
0.000457221,1.527558745
0.000457832,1.527568271
0.000458444,1.527577797
0.000459057,1.527587324
0.00045967,1.527596851
0.000460284,1.527606378
0.0004609,1.527615905
0.000461516,1.527625432
0.000462132,1.52763496
0.00046275,1.527644488
0.000463369,1.527654015
0.000463988,1.527663543
0.000464608,1.527673072
0.000465229,1.5276826
0.000465851,1.527692129
0.000466473,1.527701657
0.000467097,1.527711186
0.000467721,1.527720715
0.000468346,1.527730245
0.000468972,1.527739774
0.000469599,1.527749304
0.000470227,1.527758833
0.000470855,1.527768363
0.000471484,1.527777893
0.000472115,1.527787424
0.000472746,1.527796954
0.000473377,1.527806485
0.00047401,1.527816016
0.000474644,1.527825547
0.000475278,1.527835078
0.000475913,1.527844609
0.000476549,1.527854141
0.000477186,1.527863673
0.000477824,1.527873205
0.000478463,1.527882737
0.000479102,1.527892269
0.000479742,1.527901802
0.000480384,1.527911334
0.000481026,1.527920867
0.000481669,1.5279304
0.000482312,1.527939933
0.000482957,1.527949467
0.000483602,1.527959
0.000484249,1.527968534
0.000484896,1.527978068
0.000485544,1.527987602
0.000486193,1.527997136
0.000486843,1.528006671
0.000487493,1.528016206
0.000488145,1.52802574
0.000488797,1.528035275
0.000489451,1.528044811
0.000490105,1.528054346
0.00049076,1.528063882
0.000491416,1.528073417
0.000492073,1.528082953
0.00049273,1.52809249
0.000493389,1.528102026
0.000494048,1.528111562
0.000494709,1.528121099
0.00049537,1.528130636
0.000496032,1.528140173
0.000496695,1.52814971
0.000497359,1.528159248
0.000498023,1.528168785
0.000498689,1.528178323
0.000499356,1.528187861
0.000500023,1.528197399
0.000500691,1.528206938
0.00050136,1.528216476
0.00050203,1.528226015
0.000502701,1.528235554
0.000503373,1.528245093
0.000504046,1.528254633
0.00050472,1.528264172
0.000505394,1.528273712
0.00050607,1.528283252
0.000506746,1.528292792
0.000507423,1.528302332
0.000508102,1.528311873
0.000508781,1.528321413
0.000509461,1.528330954
0.000510142,1.528340495
0.000510823,1.528350037
0.000511506,1.528359578
0.00051219,1.52836912
0.000512874,1.528378662
0.00051356,1.528388204
0.000514246,1.528397746
0.000514934,1.528407288
0.000515622,1.528416831
0.000516311,1.528426374
0.000517001,1.528435917
0.000517692,1.52844546
0.000518384,1.528455003
0.000519077,1.528464547
0.00051977,1.528474091
0.000520465,1.528483635
0.000521161,1.528493179
0.000521857,1.528502723
0.000522555,1.528512268
0.000523253,1.528521812
0.000523953,1.528531357
0.000524653,1.528540903
0.000525354,1.528550448
0.000526056,1.528559994
0.000526759,1.528569539
0.000527463,1.528579085
0.000528168,1.528588631
0.000528874,1.528598178
0.000529581,1.528607724
0.000530289,1.528617271
0.000530998,1.528626818
0.000531707,1.528636365
0.000532418,1.528645913
0.000533129,1.52865546
0.000533842,1.528665008
0.000534555,1.528674556
0.00053527,1.528684104
0.000535985,1.528693652
0.000536702,1.528703201
0.000537419,1.52871275
0.000538137,1.528722299
0.000538857,1.528731848
0.000539577,1.528741397
0.000540298,1.528750947
0.00054102,1.528760497
0.000541743,1.528770047
0.000542467,1.528779597
0.000543192,1.528789147
0.000543918,1.528798698
0.000544645,1.528808249
0.000545373,1.5288178
0.000546102,1.528827351
0.000546832,1.528836902
0.000547563,1.528846454
0.000548295,1.528856006
0.000549027,1.528865558
0.000549761,1.52887511
0.000550496,1.528884663
0.000551232,1.528894215
0.000551968,1.528903768
0.000552706,1.528913321
0.000553445,1.528922875
0.000554184,1.528932428
0.000554925,1.528941982
0.000555667,1.528951536
0.00055641,1.52896109
0.000557153,1.528970644
0.000557898,1.528980199
0.000558643,1.528989753
0.00055939,1.528999308
0.000560138,1.529008864
0.000560886,1.529018419
0.000561636,1.529027975
0.000562387,1.52903753
0.000563138,1.529047087
0.000563891,1.529056643
0.000564645,1.529066199
0.000565399,1.529075756
0.000566155,1.529085313
0.000566912,1.52909487
0.000567669,1.529104427
0.000568428,1.529113985
0.000569188,1.529123543
0.000569948,1.5291331
0.00057071,1.529142659
0.000571473,1.529152217
0.000572237,1.529161776
0.000573002,1.529171334
0.000573767,1.529180894
0.000574534,1.529190453
0.000575302,1.529200012
0.000576071,1.529209572
0.000576841,1.529219132
0.000577612,1.529228692
0.000578384,1.529238252
0.000579157,1.529247813
0.000579931,1.529257374
0.000580706,1.529266935
0.000581482,1.529276496
0.000582259,1.529286057
0.000583038,1.529295619
0.000583817,1.529305181
0.000584597,1.529314743
0.000585378,1.529324305
0.000586161,1.529333868
0.000586944,1.529343431
0.000587729,1.529352994
0.000588514,1.529362557
0.000589301,1.52937212
0.000590088,1.529381684
0.000590877,1.529391248
0.000591667,1.529400812
0.000592458,1.529410376
0.000593249,1.529419941
0.000594042,1.529429505
0.000594836,1.52943907
0.000595631,1.529448636
0.000596427,1.529458201
0.000597224,1.529467767
0.000598023,1.529477333
0.000598822,1.529486899
0.000599622,1.529496465
0.000600424,1.529506032
0.000601226,1.529515599
0.00060203,1.529525166
0.000602834,1.529534733
0.00060364,1.5295443
0.000604447,1.529553868
0.000605255,1.529563436
0.000606064,1.529573004
0.000606874,1.529582572
0.000607685,1.529592141
0.000608497,1.52960171
0.00060931,1.529611279
0.000610125,1.529620848
0.00061094,1.529630418
0.000611757,1.529639988
0.000612574,1.529649558
0.000613393,1.529659128
0.000614213,1.529668698
0.000615034,1.529678269
0.000615856,1.52968784
0.000616679,1.529697411
0.000617503,1.529706983
0.000618328,1.529716554
0.000619155,1.529726126
0.000619982,1.529735698
0.000620811,1.52974527
0.000621641,1.529754843
0.000622471,1.529764416
0.000623303,1.529773989
0.000624136,1.529783562
0.000624971,1.529793136
0.000625806,1.529802709
0.000626642,1.529812283
0.00062748,1.529821858
0.000628318,1.529831432
0.000629158,1.529841007
0.000629999,1.529850582
0.000630841,1.529860157
0.000631684,1.529869732
0.000632529,1.529879308
0.000633374,1.529888884
0.00063422,1.52989846
0.000635068,1.529908036
0.000635917,1.529917613
0.000636767,1.52992719
0.000637618,1.529936767
0.00063847,1.529946344
0.000639323,1.529955922
0.000640178,1.529965499
0.000641033,1.529975077
0.00064189,1.529984656
0.000642748,1.529994234
0.000643607,1.530003813
0.000644467,1.530013392
0.000645329,1.530022971
0.000646191,1.530032551
0.000647055,1.530042131
0.00064792,1.530051711
0.000648786,1.530061291
0.000649653,1.530070871
0.000650521,1.530080452
0.00065139,1.530090033
0.000652261,1.530099614
0.000653133,1.530109196
0.000654006,1.530118777
0.00065488,1.530128359
0.000655755,1.530137942
0.000656632,1.530147524
0.000657509,1.530157107
0.000658388,1.53016669
0.000659268,1.530176273
0.000660149,1.530185856
0.000661031,1.53019544
0.000661915,1.530205024
0.000662799,1.530214608
0.000663685,1.530224193
0.000664572,1.530233777
0.000665461,1.530243362
0.00066635,1.530252947
0.000667241,1.530262533
0.000668132,1.530272119
0.000669025,1.530281705
0.000669919,1.530291291
0.000670815,1.530300877
0.000671711,1.530310464
0.000672609,1.530320051
0.000673508,1.530329638
0.000674408,1.530339226
0.00067531,1.530348813
0.000676212,1.530358401
0.000677116,1.530367989
0.000678021,1.530377578
0.000678927,1.530387167
0.000679835,1.530396756
0.000680743,1.530406345
0.000681653,1.530415935
0.000682564,1.530425524
0.000683476,1.530435114
0.00068439,1.530444705
0.000685305,1.530454295
0.00068622,1.530463886
0.000687138,1.530473477
0.000688056,1.530483068
0.000688976,1.53049266
0.000689896,1.530502252
0.000690818,1.530511844
0.000691742,1.530521436
0.000692666,1.530531029
0.000693592,1.530540622
0.000694519,1.530550215
0.000695447,1.530559808
0.000696377,1.530569402
0.000697308,1.530578996
0.000698239,1.53058859
0.000699173,1.530598185
0.000700107,1.530607779
0.000701043,1.530617374
0.00070198,1.53062697
0.000702918,1.530636565
0.000703858,1.530646161
0.000704798,1.530655757
0.00070574,1.530665353
0.000706683,1.53067495
0.000707628,1.530684547
0.000708574,1.530694144
0.000709521,1.530703741
0.000710469,1.530713339
0.000711419,1.530722937
0.000712369,1.530732535
0.000713322,1.530742134
0.000714275,1.530751732
0.00071523,1.530761331
0.000716185,1.530770931
0.000717143,1.53078053
0.000718101,1.53079013
0.000719061,1.53079973
0.000720022,1.53080933
0.000720984,1.530818931
0.000721948,1.530828532
0.000722913,1.530838133
0.000723879,1.530847735
0.000724846,1.530857336
0.000725815,1.530866938
0.000726785,1.530876541
0.000727757,1.530886143
0.000728729,1.530895746
0.000729703,1.530905349
0.000730679,1.530914952
0.000731655,1.530924556
0.000732633,1.53093416
0.000733612,1.530943764
0.000734593,1.530953369
0.000735574,1.530962973
0.000736558,1.530972579
0.000737542,1.530982184
0.000738528,1.530991789
0.000739515,1.531001395
0.000740503,1.531011001
0.000741493,1.531020608
0.000742484,1.531030215
0.000743476,1.531039822
0.00074447,1.531049429
0.000745465,1.531059036
0.000746461,1.531068644
0.000747459,1.531078252
0.000748458,1.531087861
0.000749458,1.531097469
0.00075046,1.531107078
0.000751463,1.531116688
0.000752467,1.531126297
0.000753473,1.531135907
0.00075448,1.531145517
0.000755488,1.531155127
0.000756498,1.531164738
0.000757509,1.531174349
0.000758522,1.53118396
0.000759535,1.531193572
0.000760551,1.531203184
0.000761567,1.531212796
0.000762585,1.531222408
0.000763604,1.531232021
0.000764625,1.531241634
0.000765647,1.531251247
0.00076667,1.53126086
0.000767695,1.531270474
0.000768721,1.531280088
0.000769748,1.531289703
0.000770777,1.531299318
0.000771807,1.531308933
0.000772839,1.531318548
0.000773872,1.531328163
0.000774906,1.531337779
0.000775942,1.531347395
0.000776979,1.531357012
0.000778017,1.531366629
0.000779057,1.531376246
0.000780098,1.531385863
0.000781141,1.531395481
0.000782185,1.531405099
0.00078323,1.531414717
0.000784277,1.531424335
0.000785325,1.531433954
0.000786375,1.531443573
0.000787426,1.531453193
0.000788478,1.531462812
0.000789532,1.531472432
0.000790587,1.531482053
0.000791644,1.531491673
0.000792702,1.531501294
0.000793761,1.531510915
0.000794822,1.531520537
0.000795885,1.531530159
0.000796948,1.531539781
0.000798013,1.531549403
0.00079908,1.531559026
0.000800148,1.531568649
0.000801217,1.531578272
0.000802288,1.531587896
0.000803361,1.53159752
0.000804434,1.531607144
0.000805509,1.531616768
0.000806586,1.531626393
0.000807664,1.531636018
0.000808743,1.531645644
0.000809824,1.531655269
0.000810907,1.531664895
0.000811991,1.531674522
0.000813076,1.531684148
0.000814162,1.531693775
0.000815251,1.531703403
0.00081634,1.53171303
0.000817431,1.531722658
0.000818524,1.531732286
0.000819618,1.531741915
0.000820713,1.531751544
0.00082181,1.531761173
0.000822908,1.531770802
0.000824008,1.531780432
0.00082511,1.531790062
0.000826212,1.531799692
0.000827317,1.531809323
0.000828422,1.531818954
0.00082953,1.531828585
0.000830638,1.531838217
0.000831748,1.531847849
0.00083286,1.531857481
0.000833973,1.531867114
0.000835088,1.531876746
0.000836204,1.53188638
0.000837322,1.531896013
0.000838441,1.531905647
0.000839561,1.531915281
0.000840683,1.531924915
0.000841807,1.53193455
0.000842932,1.531944185
0.000844059,1.531953821
0.000845187,1.531963456
0.000846316,1.531973093
0.000847448,1.531982729
0.00084858,1.531992366
0.000849714,1.532002003
0.00085085,1.53201164
0.000851987,1.532021278
0.000853126,1.532030915
0.000854266,1.532040554
